text,HS,RS,MS
calor tanto gonorrea emoji cara calor emoji url url,1,0,0
saber si real gonorrea hilo,1,0,0
usuario jaja digno,1,0,0
ome gonorrea ome,1,0,0
coronavirus mejor seguir mantener distancia gonorrea,1,0,0
usuario usuario usuario usuario 383 restar sencillo,1,0,0
usuario usuario usuario gonorrea,1,0,0
jaja jueputa diego gonorrea camila pendejo jaja emoji cara llorar risa emoji,1,0,0
ir insistir vida junto negro áfricano,1,1,0
usuario usuario usuario usuario usuario usuario ahh gonorrea faltar usuario,1,0,0
novio familia usar co distancia gonorrea,1,0,0
hambreee tanto sapa perra hijue,1,0,1
usuario usted gonorrea parlamentario,1,0,0
jueputa hacer falta fortnite gold gonorrea,1,0,0
usuario negro cagar entrada salido,1,1,0
usuario jaja gonorreajaja,1,0,0
dar paciencia dar rencor gonorrea parce,1,0,0
usuario naday primero racista negro,1,1,0
usuario usuario negro miserable quitar url,1,1,0
usuario usuario gonorreaome,1,0,0
usuario gonorrea comprado atodo hp fiscal larva hp,1,0,0
si domingo normal hora gonorrea cuarentena muchísimos vez peor,1,0,0
jamás explicar ser tanto mentiroso gonorrea llamado hombre,1,0,0
usuario picaro nunca dejar cer él baca ladrón nunca olvidar elportillo,1,0,1
usuario paúl walker juan gabriel emoji cara asustado emoji gonorrea hilo,1,0,0
dejar ser él vaca ladrona celar olvidar portillo,1,0,1
usuario ir hacer test rápido ver si salir positivo gonorrea url,1,0,0
gay cabezón negro campesino,1,1,0
deber ser dolor gonorrea emoji cara boca emoji,1,0,0
usuario subir amor propio gonorrea emoji caro sonreir ojo corazón emoji emoji cara sonreir ojo corazón emoji emoji cara sonreir ojo corazón emoji,1,0,0
gonorrea ir vivir invasión alien relación estable,1,0,0
usuario bueno morrr bexxos calmec,1,0,0
esperar día cumpleaños portero cansar llamar yo tú mandar mucho cosasgonorrea,1,0,0
ahora si ameritar palabra gono aquí adelante compañero trabajo volver gonorrea emoji marca cruz emoji emoji marca cruz emoji,1,0,0
usuario jaja ay nooo poder ser emoji cara gritar miedo emoji emoji cara revolver él risa emoji emoji cara revolver él risa emoji emoji cara revolver él risa emoji,1,0,0
usuario aún dar gustar paila ome gonorrea ome emoji cara revolver él risa emoji,1,0,0
único faltar gonorreaaa,1,0,0
usuario jaja jaja aja gonorrea caga re cagar,1,0,0
usuario ex así gonorrea jaja,1,0,0
oír gonorrea bolsonaro pensar hpta vidaaa emoji cara asustado emoji emoji cara asustado emoji emoji cara asustado emoji,1,0,0
usuario usuario ay gonorrea jaja riko comer él mas así emoji cara sonreir superioridad emoji emoji cara babear emoji,1,0,0
palabrasss ish gonorrea,1,0,0
usuario cómo ejemplo,1,0,0
jaja negro monda hacer jajababababababbaa,1,1,0
lidear tusa amigo difícil dos amigo gonorreaaa,1,0,0
usuario jaja gonorrea jaja voltear chicharrón cuchara mojado jaja emoji cara revolver él risa emoji emoji cara revolver él risa emoji emoji cara revolver él risa emoji,1,0,0
jaja tanto gonorrea,1,0,0
pana nunca nunca entender música escuchar ahora gonorrea,1,0,0
usuario usuario ushhh gonorrea cierto mundo,1,0,0
usuario jajakjajassjjsjajjsjs gonorrea jajakakjaja,1,0,0
usuario buen día negro emoji cara sonreir cuerno emoji,1,1,0
gonorrea emoji cara llorar fuerte emoji emoji cara llorar fuerte emoji emoji cara llorar fuerte emoji,1,0,0
cómo pa dar sueño gonorrea,1,0,0
hpta frío emoji cara frío emoji tanto triple gonorreaauxilio requerir abrazo cálido,1,0,0
marica si tú pensar dar duro pues gonorrea dar risa jaja,1,0,0
pereza saludar gonorreas,1,0,0
si matar virus matar impotencia ira gobierno gonorrea,1,0,0
usuario usuario gonorrea propuesto tanto indignante,1,0,0
usuario decir miedo gonorrea vengar dar lata decir brayan hueco chao,1,0,0
usuario ridicular,1,0,1
gonorrea exámen oral acabar hacer ganar jeje,1,0,0
visaje dejar aguantarme mamá aguantar yo gonorrea profe online,1,0,0
usuario piroba viejo terminar hilooo emoji tono piel claro medio emoji,1,0,1
dulcesito compañero solapado gonorrea emoji tono piel oscuro medio emoji,1,0,0
usuario ñero sad cerrar mierda piroba red ahora vigilar puro venegro,1,0,1
trotar tapaboca gonorrea mejor trotar emoji mano señal victorio tono piel claro medio emoji,1,0,0
poder ser virtual presencial parcial ansiedad presentar él siempre gonorrea,1,0,0
corrupto ladrona,1,0,1
piroba personalidad,1,0,1
gonorrea manooo jaja,1,0,0
usuario gonorrea hhp decir hijueputa hipócrita peligroso,1,0,0
usuario gonorrea creer complejo grande vida,1,0,0
usuario flor chocolat canción jaja bien gonorrea tanto inculeable emoji cara sonreir sudor frío emoji,1,0,0
gonorreaa peor día mundo,1,0,0
usuario usuario gonorrea oficialmente hacer acá,1,0,0
usuario después estar enfermo echar él culpa gobernante vaín jodido partida hiiiuta jajo,1,0,0
explicar él palabra gonorrea amigusuariosiempre decir verbo to be versión gamin emoji cara llorar risa emoji,1,0,0
pillar comentario gonorreaaa,1,0,0
cuestión segundo poner rollo cuánta viejo salir gonorrea jaja,1,0,0
usuario usted jaja hacer reír maldito hp perra prostituta susiar hp,1,0,1
ahhh gonorrea jaja,1,0,0
usuario usuario viejo hijueputa venenós,1,0,1
lindo usted bandido reconocido,1,0,1
gonorrea cambiar tú literal día,1,0,0
usuario nah gonorrea creer dar duro jaja,1,0,0
estripo gonorrea,1,0,0
usuario jaja gonorrea oíste cómo vainar choripán vender,1,0,0
usuario usuario decir amigo gonorreasa bien,1,0,0
hijueputa migraña todo cuarentena sido total gonorrea,1,0,0
gonorrea amiga gustar chocolate torta mierdo gustar,1,0,0
usuario ciertoo gonorrea gordo sufrir parce,1,0,0
crei único día gonorrea,1,0,0
usuario emoji cara asombrado emoji emoji carar náusea emoji gonorrea,1,0,0
usuario adóptame gonorrea,1,0,0
gonorrea gente centro criticar claudito lmao,1,0,0
impotencia tanto gonorreaa,1,0,0
jaja ay marica gonorrea,1,0,0
acabar tomar foto ver re destruido jaja gonorrea,1,0,0
usuario usuario usuario ir coma mierda viejo triple hdp,1,0,1
volver hacer favor nadie poder morir chimba gente gonorrea,1,0,0
usuario usuario jaja gonorrea emoji caro revolver él risa emoji emoji cara revolver él risa emoji emoji cara revolver él risa emoji,1,0,0
usted pasaporte reglaaqui mando traertraigalos ir pichar jaja ome gonorrea ome,1,0,0
usuario parchis emoji cara llorar risa emoji emoji cara llorar risa emoji,1,0,0
gonorrea esperar nunca pasar,1,0,0
colegio traer recuerdo gonorreaaa querer devolver tiempo,1,0,0
usuario si ver dos así gonorrea xd,1,0,0
usuario visto gonorreas campers warzone inmamabl,1,0,0
jaja bicho gonorreas paísmanado cacorros,1,0,0
piroba sisa url,1,0,1
usuario usted saber mas gonorreaaa,1,0,0
alguien dudar condición humano gonorrea mayor url,1,0,0
confirmar volver unir yo tw ser mejor pasado saber solo yanball gonorreas,1,0,0
viaje salud dramagonorrea drama abandonar janjajaq,1,0,0
gonorrea sano comenzar chimbiar él,1,0,0
usuario gonorrea dejar caer cabeza peor quedar grabado nunca ir superar jaja,1,0,0
usuario mk ver regonorrea mal emoji cara vomitar emoji emoji cara vomitar emoji emoji cara vomitar emoji,1,0,0
disculpar gonorrea parce,1,0,0
gonorrea parce volver confiar mujer,1,0,0
boca poder escuchar 50 vez gonorrea hijueputa nunca haiga fuistes,1,0,0
gonorrea llegar chism cada bien terminar seguir dar lidia ahg mierda,1,0,0
usuario gonorrea querrás decir gonorrea medir tres dedo frente ah verdad hijueputa faltar dedo,1,0,0
gonorrea hacer tanto gente balcón nivel irresponsabilidad,1,0,0
usuario par degonorrea,1,0,0
nadie racista negro,1,1,0
usuario gonorreacer bien dicho mejor namasté,1,0,0
gente llevar límite fastidiar uyy hpta dar gana escupir él soyunamalparidaddesdesiempre,1,0,0
usuario gente dar asco verdad,1,0,0
usuario pastor mandare decir nadie hijueputa estafador gonorrea url,1,0,0
verdaderamente man gonorrea,1,0,0
usuario ay parce gonorrea gente si saber impactar miedo vender,1,0,0
gonorrea pasar 1800 palabra límite ensayo maldito poner hablar economía si saber cómo poner,1,0,0
ahora gonorrea agarrenme perder url,1,0,0
usuario viejo ridicula si coger alguno ver tiesto ollar ahora dar cocinera,1,0,1
piroba amiga servir solo plástico aparienciar fo,1,0,1
usuario jaja jaja ome gonorrea ome,1,0,0
socio sentir maluco gonorrea emoji caro mascarilla médico emoji,1,0,0
don tragarme gente demasiado gonorreo si,1,0,0
usuario verdad gonorrea país,1,0,0
gonorrea acordarme matar cabeza emoji cara llorar risa emoji emoji cara llorar risa emoji emoji cara llorar risa emoji,1,0,0
26 mayo ahhh gonorrea querer morir,1,0,0
usuario gonorrea hacer medio aceptable querer ser president recordar 60 hp corrupto paso,1,0,0
gonorrea ajiaco,1,0,0
hacer mucho falta pitufa ome gonorrea ome,1,0,0
you made cry gonorrea,1,0,0
usuario ayy superar gonorrea,1,0,0
gonorrea esperar liberación 11,1,0,0
usuario herir ego masculinidad frágil,1,0,0
gonorrea viejo jugar vuelveymepasa,1,0,0
joda man comparar novia cristiano elmucha gonorrea ñero,1,0,0
usuario usuario reyes gonorrea hacer ir finca quemar,1,0,0
gonorrea venir boletear amigo likes emoji cara hacer mueca emoji emoji cara hacer mueca emoji,1,0,0
whastapp plus mero gonorrea jaja,1,0,0
usuario si decir catre hijueputa gonorrea narco mafia paraca traqueta genocida terrorista mierdaaa,1,0,0
usuario usuario usuario poder participar petroesunagonorreo emoji cara revolver él risa emoji emoji cara revolver él risa emoji emoji cara revolver él risa emoji,1,0,0
usuario catre hijueputa gonorrea vendé patria delincuente cabecilla narco mafia paraca traqueta genocida terrorista,1,0,0
usuario excelente duro catre hijueputa gonorrea terrorista sionista genocida yanke israelí mierdaaa,1,0,0
emoji cara llorar risa emoji emoji cara llorar risa emoji emoji cara llorar risa emoji gonorrea novio,1,0,0
gonorrea hpta putas ir perder bareta ishhh rabia emoji cara cabreado emoji,1,0,0
gonorrea martes,1,0,0
probar call of duty parce gonorrea juego 1 10 6 vaina nombe mejor pubg fortnite,1,0,0
jaja gonorreaa,1,0,0
entender gana pelear gonorreaaa jaja,1,0,0
cómo asi 15 día bien decir cuarentena resto año gonorrea,1,0,0
cómo asi 15 día mas bien decir cuarentena resto año gonorrea,1,0,0
doble día ayer gonorrea,1,0,0
si martin santos bacci padrastro si triple hijueputa ladrón vender patria gonorrea,1,0,0
usuario usuario jaja oír bandida solo emoji cara revolver él risa emoji emoji tono piel medio emoji,1,0,1
usuario usuario uuy gonorrea,1,0,0
usuario gonorreaa envíar piedra,1,0,0
usuario gonorrea despedir 2 3 perro forma desear nadie mundo,1,0,0
jaja mka gonorrea pasar vida,1,0,0
jueputa matar chili ome gonorrea ome,1,0,0
ushhh gonorrea avispas comer hombre emoji cara gritar miedo emoji emoji cara gritar miedo emoji llegar extinguir yo,1,0,0
imaginar tirar él materia año clase virtual jajsjajsjajsj saladera gonorrea jajsjajsjajsja,1,0,0
acabar semestre seguir cuarentén gonorrea nunca hacer igual rara jaja,1,0,0
amigo usuario parecer gonorrea parte hércules mulán,1,0,0
gonorrea semana tanto pesado,1,0,0
usuario usuario pedo gonorrea hp sapo emoji cara cabreado emoji emoji cara cabreado emoji emoji cara cabreado emoji,1,0,0
usuario ir emoji cara revolver él risa emoji,1,0,0
gonorrea emoji cara boca cerrado cremallera emoji emoji caro boca cerrado cremallera emoji,1,0,0
uy gonorrea emoji cara llorar fuerte emoji emoji cara llorar fuerte emoji emoji cara llorar fuerte emoji,1,0,0
gonorrea mil vez gonorrea,1,0,0
matar gustavo gaviria ome gonorrea ome hijueputas emoji corazón roto emoji emoji cara desanimado emoji,1,0,0
gonorrea emoji cara gritar miedo emoji emoji cara gritar miedo emoji emoji cara gritar miedo emoji,1,0,0
usuario jaja gonorrealuego ver chat ayer sentir valer pena jagir,1,0,0
gonorrea chaqueta horrible todo vida,1,0,0
cómo ir remontar serie ome gonorrea usuario impresentabl,1,0,0
si cumpleaños siempre fecha re gonorrea malo amigos imaginense ahora encerrado emoji tono piel claro emoji,1,0,0
tik tok enseñar poder odiar gente conocer jaja gonorreas ajakakaja,1,0,0
usuario cállatir malparido boca,1,0,1
pues gonorrea emoji caro sonreir superioridad emoji emoji cara desaprobación emoji url,1,0,0
gonorrea extrañar alguien ñero jaja,1,0,0
cuántos nud robado gonorrea ejército,1,0,0
mero gonorrea tomo poker,1,0,0
pensár terminar tercero temporada pum anunciar cuarto gonorrea cuartaa cuarentena,1,0,0
usuario ayyycuar desenmascar todo gonorrea santista fariana,1,0,0
querer aquí yo siempre ser gonorrea,1,0,0
gonorrea pirobo emoji caro confusión emoji,1,0,0
jaja ay gonorrea miedo católico,1,0,0
usuario mucho gonorrea,1,0,0
usuario usuario estar gonorrea 60 hp negar hooo rt,1,0,0
hpta hombre llenar inseguridad simple acto palabra volver si gonorrea,1,0,0
usuario pana gonorrea,1,0,0
usuario jaja gonorreavairu,1,0,0
sueño tanto gonorreaaa,1,0,0
gonorrea quejar malo racha amix feliz dar él moral miox,1,0,0
usuario usuario usuario usuario usuario ser profarc ninguno delito gonorrea distinto,1,0,0
gonorrea ver pleno 2020,1,0,0
jaja gonorrea url,1,0,0
usuario mio fortuna mejorar pq gonorrea hacia joder,1,0,0
dar cuenta cinco primero día mayo registrar 1600 caso mil seisciento cinco día gonorrea,1,0,0
solo poder decir huy gonorrea,1,0,0
usuario pana gonorrea comentario,1,0,0
parecer gonorrea partir tanto lento internet,1,0,0
usuario gonorrea potencia url,1,0,0
acabar tener pesadillo bicho gonorrea 0,1,0,0
jurar palabra gonorrea colombia utilizar solamente negativo insulto,1,0,0
warzone difícil gonorrea emoji cara llorar emoji emoji cara hacer mueca emoji,1,0,0
usuario adele deposito cheque ridicular,1,0,1
usuario hablar mierda zorra hp,1,0,1
usuario obvio bobis vaya culo emoji mano oración tono piel claro emoji emoji cara sonreir sudor frío emoji,1,0,0
gonorrea profesor franz colocar 39 cuál miedo colocar yo 4 cv,1,0,0
agh gonorrea plaga emoji caro desanimado emoji emoji cara desanimado emoji,1,0,0
usuario caber uribestias uy noqué gonorrea cochín url,1,0,0
gente ser gonorrea hablar importante ser buen persona kecreisi,1,0,0
usuario ejemplo ser gonorrea comentario conocimiento causar,1,0,0
tratar mierda quejar tú así persona lindo tratóno gonorreas,1,0,0
buscar encontrar doler gonorrea emoji tono piel claro emoji,1,0,0
cómo hacer kaleth unir sentimiento común manera tanto simple bonito gonorrea,1,0,0
gente hijueputa gonorrea bien odio bogotá odio colombia país hijueputaaa sacar provecho,1,0,0
mentira gonorrea volver ver mierda url,1,0,0
ladrón estrato 8narcoparadictadurauribestialadronagenocido,1,0,1
gonorrea manera querer emoji carar ojo blanco emoji usuario,1,0,0
ahora plaga avispón gigante asiático seguir 2020 gonorrea jaja emoji tono piel medio emoji emoji tono piel medio emoji,1,0,0
jaja hijueputa enfermo hacer dia emoji cara llorar risa emoji emoji cara llorar risa emoji emoji cara llorar risa emoji pais gente demasiado petardar,1,0,0
gonorrea comentario emoji cara boca emoji,1,0,0
usuario jaja jaja jaja esque quedar aterrado gonorrea mero tramadol jaja,1,0,0
usuario alo petrogonorrea,1,0,0
jaja gonorrea ome,1,0,0
solo saber uno gonorrea,1,0,0
honesto gonorrea,1,0,0
detesto malparido vida serio,1,0,0
115 año bogotá metro ir pa 2030 gonorrea,1,0,0
usuario jugggooo emoji cara llorar risa emoji emoji cara llorar risa emoji emoji cara llorar risa emoji,1,0,0
usuario mirar salá ar prender casa ojo emoji cara llorar risa emoji,1,0,0
alguno perra ver uña larga bello envidiar partir todo maldito perra emoji cara revolver él risa emoji,1,0,1
usuario usuario usuario petardazo,1,0,0
gonorrea gonorreas haysi comprobar jaja,1,0,0
usuario poder creer ahora odiar jaja hacer nadaaa emoji cara revolver él risa emoji emoji cara revolver él risa emoji emoji cara revolver él risa emoji paz amor dios emoji tono piel claro emoji,1,0,0
21 año jamas jamaaas habiar pegar culeada tanto hijueputa dar semestre gonorreaaa emoji tono piel claro emoji,1,0,0
virus abeja avispa terremoto insendio marica gonorrea año saber matar yo emoji tono piel claro emoji emoji carar náusea emoji emoji cien punto emoji,1,0,0
así magdalena velona ganas ser ladrona comida jaja emoji cara llorar risa emoji,1,0,1
mirar gonorrea emoji cara revolver él risa emoji emoji cara revolver él risa emoji emoji cara revolver él risa emoji url,1,0,0
usuario usuario pro maquillar decir caer exceso envidioso gonorrea ome gonorrea gto,1,0,0
si valer gonorrea url,1,0,0
usuario creer ahí gonorrea seguro afirmación,1,0,0
gonorrea saber mañana ir ser último mensaje emoji cara mareado emoji emoji cara preocupado emoji,1,0,0
usuario btw usuario ola novio utilizar apodo bandido colegio,1,0,1
banda metal siempre masacre gonorreo si feliz,1,0,0
hoy decir gonorreame sentir triste vdd si gonorrea medio jaja emoji caro lanzar beso emoji,1,0,0
ladrona,1,0,1
gonorrea sentir él opacado,1,0,0
gonorrea parcero ecuador mal covid droga uy parcir that sad emoji cara desanimado emoji,1,0,0
usuario último one gonorreaaa,1,0,0
usuario caremonda maldito hpta negro,1,1,0
decir cara malo gonorrea saber pasar yo emoji tono piel claro emoji,1,0,0
usuario jajakajakkajaiiaiai gonorrea,1,0,0
querer ser versión adele gonorreaas mas adelgazar,1,0,0
bueno gonorreas espíritus si ir asustar hora colaborar proyecto botar él cosa ocupado emoji cara resoplar emoji,1,0,0
usted poder ser mas gonorrea,1,0,0
usuario guaido catre hijueputa gonorrea vendé patria lamer culo lavar perro terrorista sionista genocida yanke,1,0,0
brokeback mountain 435 am gracias gonorrea,1,0,0
gonorrea emoji cara asombrado emoji,1,0,0
usuario frío tanto gonorrea emoji cara frío emoji,1,0,0
usuario usuario usuario jaja emoji cara llorar fuerte emoji,1,0,0
